App,Category,Reviews,Size,Installs,IsFree,Price,Age,Genre,Last_Updated,Current_Ver,Android_Ver,Rating,Size_MB,Last_Updated_Year,Version,Min_Android,Is_Free,Category_Code,Price_Code,Genre_Code
Assassin's Creed Identity,GAME,42529,92M,500000.0,Paid,1.99,Teen,Action,23-Nov-16,2.8.2,4.1 and up,3.7,92.0,2016.0,2.8,4.1,0,15,15,1
AC Remote Control,TOOLS,472,2.0M,100000.0,Free,0,Everyone,Tools,17-Oct-17,1.3,4.1 and up,3.3,2.0,2017.0,1.3,4.1,1,30,0,104
Kenmore Smart AC,LIFESTYLE,71,24M,5000.0,Free,0,Everyone,Lifestyle,8-May-17,1.0.11,4.4 and up,1.9,24.0,2017.0,1.0,4.4,1,19,0,65
AC WIFI,TOOLS,41,23M,10000.0,Free,0,Everyone,Tools,3-Jun-18,1.0.3,2.3 and up,3.6,23.0,2018.0,1.0,2.3,1,30,0,104
A/C Air Conditioner Remote,TOOLS,7816,5.1M,1000000.0,Free,0,Everyone,Tools,30-Jul-16,1.1.1,3.0 and up,3.4,5.1,2016.0,1.1,3.0,1,30,0,104
Smart Air Conditioner(CAC),TOOLS,409,7.9M,50000.0,Free,0,Everyone,Tools,25-May-18,1.0.18,2.2 and up,3.2,7.9,2018.0,1.0,2.2,1,30,0,104
TOSHIBA Smart AC,TOOLS,60,18M,10000.0,Free,0,Everyone,Tools,4-Aug-18,2.1.20180804_01,4.0.3 and up,2.6,18.0,2018.0,2.1,4.0,1,30,0,104
Trane Interactive Smart AC,TOOLS,48,3.3M,10000.0,Free,0,Everyone,Tools,21-Apr-16,0.0.2,4.3 and up,2.8,3.3,2016.0,0.0,4.3,1,30,0,104
"AC Air condition Troubleshoot,Repair,Maintenance",BOOKS_AND_REFERENCE,27,3.1M,5000.0,Free,0,Everyone,Books & Reference,7-Feb-18,1.1,4.0 and up,4.2,3.1,2018.0,1.1,4.0,1,4,0,19
AC Remote for Haier - NOW FREE,TOOLS,336,27M,50000.0,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up,3.9,27.0,2018.0,6.1,4.2,1,30,0,104
A/C Universal Remote Control,TOOLS,3263,3.0M,1000000.0,Free,0,Everyone,Tools,16-May-17,1.17,3.0 and up,3.1,3.0,2017.0,1.17,3.0,1,30,0,104
AC Remote for LG - NOW FREE,TOOLS,1041,28M,100000.0,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up,3.7,28.0,2018.0,6.1,4.2,1,30,0,104
LG AC Smart Diagnosis,LIFESTYLE,377,6.1M,100000.0,Free,0,Everyone,Lifestyle,21-Mar-17,1.1.4,4.0 and up,3.4,6.1,2017.0,1.1,4.0,1,19,0,65
Ac remote control,TOOLS,822,5.0M,50000.0,Free,0,Everyone,Tools,27-Feb-17,1.1,2.3 and up,3.7,5.0,2017.0,1.1,2.3,1,30,0,104
All Type Ac Repair & Services,LIFESTYLE,45,2.2M,10000.0,Free,0,Everyone,Lifestyle,26-Dec-17,0.8,4.1 and up,4.3,2.2,2017.0,0.8,4.1,1,19,0,65
AC - Tips & News for Android™,NEWS_AND_MAGAZINES,23291,14M,1000000.0,Free,0,Everyone 10+,News & Magazines,24-May-18,3.1.12,4.1 and up,4.2,14.0,2018.0,3.1,4.1,1,22,0,72
"Mi Remote controller - for TV, STB, AC and more",TOOLS,114340,28M,10000000.0,Free,0,Everyone,Tools,1-Aug-18,5.7.1,4.2 and up,4.1,28.0,2018.0,5.7,4.2,1,30,0,104
AcDisplay,PERSONALIZATION,66473,3.0M,1000000.0,Free,0,Everyone,Personalization,30-Jul-15,3.8.4,4.1 and up,4.1,3.0,2015.0,3.8,4.1,1,24,0,77
AC Mobile Control,HOUSE_AND_HOME,1450,9.7M,100000.0,Free,0,Everyone,House & Home,5-Nov-13,2.4,2.2 and up,3.4,9.7,2013.0,2.4,2.2,1,17,0,63
Hi-Smart AC,TOOLS,32,9.4M,1000.0,Free,0,Everyone,Tools,3-Apr-18,1.1.0,4.4 and up,2.2,9.4,2018.0,1.1,4.4,1,30,0,104
AC Remote for Sharp - NOW FREE,TOOLS,332,26M,50000.0,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up,3.7,26.0,2018.0,6.1,4.2,1,30,0,104
Pocket AC,PHOTOGRAPHY,130,4.4M,1000.0,Paid,9.99,Everyone,Photography,27-Jun-18,3.1.1,4.1 and up,4.8,4.4,2018.0,3.1,4.1,0,25,85,78
AC Remote for Carrier - NOW FREE,TOOLS,163,26M,10000.0,Free,0,Everyone,Tools,30-Jul-18,6.1.7,4.2 and up,3.7,26.0,2018.0,6.1,4.2,1,30,0,104
AppBrain Ad Detector,TOOLS,9221,1.7M,1000000.0,Free,0,Everyone,Tools,12-Apr-18,2.2.1,4.1 and up,3.7,1.7,2018.0,2.2,4.1,1,30,0,104
AdClear Ad blocker for Samsung,TOOLS,1586,1.5M,500000.0,Free,0,Everyone,Tools,7-Sep-17,1.0.5,5.0 and up,4.2,1.5,2017.0,1.0,5.0,1,30,0,104
Adblock Browser for Android,COMMUNICATION,121113,39M,10000000.0,Free,0,Everyone,Communication,11-Jul-18,1.4.0,4.1 and up,4.1,39.0,2018.0,1.4,4.1,1,7,0,36
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,2265084,6.1M,50000000.0,Free,0,Everyone,Communication,31-Jul-18,5.22.18.0006,4.0 and up,4.6,6.1,2018.0,5.22,4.0,1,7,0,36
Adblock Plus for Samsung Internet - Browse safe.,COMMUNICATION,8769,2.1M,1000000.0,Free,0,Everyone,Communication,5-Apr-18,1.1.4,5.0 and up,4.0,2.1,2018.0,1.1,5.0,1,7,0,36
MyRadar NOAA Weather Radar Ad Free,WEATHER,3005,26M,10000.0,Paid,2.99,Everyone,Weather,4-Aug-18,7.1.4,4.0.3 and up,4.5,26.0,2018.0,7.1,4.0,0,33,40,113
Adblock Fast,PRODUCTIVITY,9914,3.2M,1000000.0,Free,0,Everyone,Productivity,17-May-17,1.4.0,5.0 and up,4.1,3.2,2017.0,1.4,5.0,1,26,0,79
FVD Ad-Free,TOOLS,1774,4.1M,10000.0,Paid,1.99,Everyone,Tools,5-Oct-17,4.4.3,3.0 and up,4.4,4.1,2017.0,4.4,3.0,0,30,15,104
Anti Adware,TOOLS,18751,3.6M,1000000.0,Free,0,Everyone,Tools,19-Jun-18,3.6,4.1 and up,3.9,3.6,2018.0,3.6,4.1,1,30,0,104
Ad Blocker Turbo - Adblocker Browser,COMMUNICATION,107,44M,10000.0,Free,0,Everyone,Communication,29-Jan-18,1.0.5,4.1 and up,3.9,44.0,2018.0,1.0,4.1,1,7,0,36
Weather & Radar Pro - Ad-Free,WEATHER,25243,26M,100000.0,Paid,2.99,Everyone,Weather,1-Aug-18,4.34.0,4.4 and up,4.5,26.0,2018.0,4.34,4.4,0,33,40,113
ONScripter Plus (Ad Free),GAME,100,17M,1000.0,Paid,3.99,Everyone,Adventure,7-Apr-16,1.2.4,4.1 and up,4.5,17.0,2016.0,1.2,4.1,0,15,53,3
Vpn Hosts (ad blocker & no root & support ipv6 ),TOOLS,319,1.1M,10000.0,Paid,2.99,Everyone,Tools,3-Jul-18,2.0.1,4.4 and up,4.4,1.1,2018.0,2.0,4.4,0,30,40,104
Ez Screen Recorder (no ad),VIDEO_PLAYERS,8696,14M,100000.0,Free,0,Everyone,Video Players & Editors,3-Jun-18,2.1.4,5.0 and up,4.7,14.0,2018.0,2.1,5.0,1,32,0,110
Best Applock - Locker & No Ads,PRODUCTIVITY,10672,6.9M,100000.0,Free,0,Everyone,Productivity,23-Jun-18,2.1.1,4.1 and up,4.7,6.9,2018.0,2.1,4.1,1,26,0,79
Local Services ads by Google,BUSINESS,7,12M,1000.0,Free,0,Everyone,Business,17-Jul-18,3.3.270,4.0 and up,4.1,12.0,2018.0,3.3,4.0,1,5,0,22
Ad Block REMOVER - NEED ROOT,TOOLS,999,91k,100000.0,Free,0,Everyone,Tools,17-Dec-13,3.2,2.2 and up,3.3,0.0888671875,2013.0,3.2,2.2,1,30,0,104
WhatsFake Pro (Ad free),SOCIAL,204,9.4M,5000.0,Paid,0.99,Everyone,Social,25-Sep-17,1.4,4.1 and up,4.2,9.4,2017.0,1.4,4.1,0,28,1,98
Photo Compress 2.0 - Ad Free,TOOLS,6267,1.7M,1000000.0,Free,0,Everyone,Tools,7-May-16,2.1,3.2 and up,4.1,1.7,2016.0,2.1,3.2,1,30,0,104
Solitaire: Decked Out Ad Free,GAME,37302,35M,500000.0,Free,0,Everyone,Card,8-May-17,1.3.3,4.1 and up,4.9,35.0,2017.0,1.3,4.1,1,15,0,23
"WeatherClear - Ad-free Weather, Minute forecast",WEATHER,3252,3.8M,50000.0,Free,0,Everyone,Weather,25-Jun-17,1.2.6,4.1 and up,4.5,3.8,2017.0,1.2,4.1,1,33,0,113
Ad Remove Plugin for App2SD,PRODUCTIVITY,66,17k,1000.0,Paid,1.29,Everyone,Productivity,25-Sep-13,1.0.0,2.2 and up,4.1,0.0166015625,2013.0,1.0,2.2,0,26,6,79
Google Ads,BUSINESS,29331,20M,5000000.0,Free,0,Everyone,Business,30-Jul-18,1.12.0,4.0.3 and up,4.3,20.0,2018.0,1.12,4.0,1,5,0,22
Emo Ads Blocker Browser,TOOLS,1555,4.1M,100000.0,Free,0,Everyone,Tools,17-Sep-15,1.4,3.0 and up,3.4,4.1,2015.0,1.4,3.0,1,30,0,104
TIMBER AD FILTER - Very useful ad block app,PRODUCTIVITY,1343,9.0M,100000.0,Free,0,Everyone,Productivity,12-Mar-18,1.0.26,5.0 and up,3.8,9.0,2018.0,1.0,5.0,1,26,0,79
Alchemy Classic Ad Free,FAMILY,20178,9.0M,100000.0,Free,0,Everyone,Puzzle,26-May-14,1.7.3,1.6 and up,4.6,9.0,2014.0,1.7,1.6,1,12,0,80
Easy Hotspot Ad Free,TOOLS,2,3.3M,10.0,Paid,0.99,Everyone,Tools,26-Jul-18,1.05,4.0 and up,5.0,3.3,2018.0,1.05,4.0,0,30,1,104
A&E - Watch Full Episodes of TV Shows,FAMILY,29708,19M,1000000.0,Free,0,Teen,Entertainment,16-Jul-18,3.1.4,4.4 and up,4.0,19.0,2018.0,3.1,4.4,1,12,0,52
Adobe Premiere Clip,VIDEO_PLAYERS,39495,59M,5000000.0,Free,0,Everyone,Video Players & Editors,26-Jun-18,1.1.4.1296,4.4 and up,3.9,59.0,2018.0,1.1,4.4,1,32,0,110
AE Sudoku,FAMILY,2171,12M,100000.0,Free,0,Everyone,Puzzle,29-Jul-15,1.1.0,2.2 and up,4.3,12.0,2015.0,1.1,2.2,1,12,0,80
ESS Mobile for AE,PRODUCTIVITY,63,1.8M,5000.0,Free,0,Everyone,Productivity,27-Sep-16,2.0.1027,3.0 and up,1.9,1.8,2016.0,2.0,3.0,1,26,0,79
AE Jewels,GAME,960,18M,50000.0,Free,0,Everyone,Action,20-Aug-15,1.0.5,3.0 and up,4.2,18.0,2015.0,1.0,3.0,1,15,0,1
AE Coin Mania : Arcade Fun,GAME,30002,29M,1000000.0,Free,0,Teen,Casino,8-Feb-18,2.3.5,4.0.3 and up,4.3,29.0,2018.0,2.3,4.0,1,15,0,26
AE Roundy POP,FAMILY,5262,26M,100000.0,Free,0,Everyone,Casual,23-Mar-16,1.1.2,2.3 and up,4.4,26.0,2016.0,1.1,2.3,1,12,0,27
Mupen64+AE FREE (N64 Emulator),GAME,41759,12M,1000000.0,Free,0,Everyone,Arcade,19-Jan-14,2.4.4,2.0 and up,4.0,12.0,2014.0,2.4,2.0,1,15,0,7
Mupen64Plus AE (N64 Emulator),GAME,4569,12M,100000.0,Paid,0.99,Everyone,Arcade,19-Jan-14,2.4.4,2.0 and up,4.2,12.0,2014.0,2.4,2.0,0,15,1,7
AE Video Poker,GAME,721,18M,50000.0,Free,0,Teen,Casino,31-Dec-15,1.3.2,2.3 and up,4.0,18.0,2015.0,1.3,2.3,1,15,0,26
AE Solitaire,GAME,1776,26M,50000.0,Free,0,Everyone,Card,4-Jan-18,2.3.4,4.0.3 and up,4.3,26.0,2018.0,2.3,4.0,1,15,0,23
AE Blackjack,GAME,1417,17M,100000.0,Free,0,Teen,Card,27-Nov-15,1.3.1,2.3 and up,4.0,17.0,2015.0,1.3,2.3,1,15,0,23
AE Order,TOOLS,19,317k,1000.0,Free,0,Everyone,Tools,12-Nov-13,2.0.131112,2.3 and up,4.1,0.3095703125,2013.0,2.0,2.3,1,30,0,104
TV.AE,FAMILY,109,7.5M,10000.0,Free,0,Everyone,Entertainment,21-Sep-17,1.0.4,4.4 and up,3.9,7.5,2017.0,1.0,4.4,1,12,0,52
AE Bulletins,BOOKS_AND_REFERENCE,14,30M,1000.0,Free,0,Everyone,Books & Reference,18-Jul-18,2.2.5,4.0.3 and up,4.5,30.0,2018.0,2.2,4.0,1,4,0,19
AE 3D Moto 3,GAME,2588,26M,100000.0,Free,0,Everyone 10+,Racing,31-Dec-14,1.7.1,2.3 and up,3.9,26.0,2014.0,1.7,2.3,1,15,0,85
AE FreeCell,GAME,358,15M,10000.0,Free,0,Everyone,Card,6-Nov-14,1.1.5,2.3 and up,4.2,15.0,2014.0,1.1,2.3,1,15,0,23
AE City Jump,GAME,804,27M,10000.0,Free,0,Everyone,Action,18-Jul-18,1.0.4,4.0 and up,4.5,27.0,2018.0,1.0,4.0,1,15,0,1
FilmoraGo - Free Video Editor,VIDEO_PLAYERS,238459,35M,10000000.0,Free,0,Everyone,Video Players & Editors,6-Jun-18,3.1.4,4.2 and up,4.4,35.0,2018.0,3.1,4.2,1,32,0,110
Event Manager - AllEvents.in,EVENTS,120,5.1M,10000.0,Free,0,Everyone,Events,25-Jul-18,2.5,4.0.3 and up,4.7,5.1,2018.0,2.5,4.0,1,11,0,58
AE Master Moto,GAME,17876,37M,1000000.0,Free,0,Everyone,Racing,10-Dec-15,1.8.6,2.3 and up,4.0,37.0,2015.0,1.8,2.3,1,15,0,85
AE Air Hockey,SPORTS,926,7.6M,50000.0,Free,0,Everyone,Sports,1-Aug-13,1.0.0,2.2 and up,3.8,7.6,2013.0,1.0,2.2,1,29,0,99
AE Fishing Hunter,GAME,14,6.6M,1000.0,Free,0,Everyone,Adventure,15-Mar-16,0.0.3,3.0 and up,4.4,6.6,2016.0,0.0,3.0,1,15,0,3
NewTek NDI,PHOTOGRAPHY,77,1.2M,1000.0,Paid,19.99,Everyone,Photography,26-Oct-16,1.1,4.1 and up,3.5,1.2,2016.0,1.1,4.1,0,25,31,78
AfterFocus,PHOTOGRAPHY,165224,15M,10000000.0,Free,0,Everyone,Photography,8-Jul-16,2.1.0,4.0.3 and up,4.2,15.0,2016.0,2.1,4.0,1,25,0,78
AF Hydro,HEALTH_AND_FITNESS,136,15M,10000.0,Free,0,Everyone,Health & Fitness,12-May-18,1.0.5,4.4 and up,2.0,15.0,2018.0,1.0,4.4,1,16,0,61
Gunship III Vietnam People AF,FAMILY,726,19M,5000.0,Paid,4.99,Everyone,Simulation,9-Dec-16,3.8.4,2.3.3 and up,4.3,19.0,2016.0,3.8,2.3,0,12,69,94
Camera FV-5 Lite,PHOTOGRAPHY,130063,5.6M,10000000.0,Free,0,Everyone,Photography,10-Nov-17,3.31.4,4.0 and up,4.0,5.6,2017.0,3.31,4.0,1,25,0,78
DSLR camera - Auto Focus and Blur Professional,PHOTOGRAPHY,30,3.0M,10000.0,Free,0,Everyone,Photography,18-Apr-18,5.1.2,4.0.3 and up,3.4,3.0,2018.0,5.1,4.0,1,25,0,78
AF-STROKE (FREE),MEDICAL,93,924k,10000.0,Free,0,Teen,Medical,25-Jan-13,1.1,2.1 and up,4.5,0.90234375,2013.0,1.1,2.1,1,21,0,68
Hesab.af - Send money in Afghanistan,FINANCE,51,11M,1000.0,Free,0,Everyone,Finance,15-Apr-18,1.4.0,4.1 and up,4.7,11.0,2018.0,1.4,4.1,1,13,0,59
AppFinder by AppTap,TOOLS,2221,4.9M,5000000.0,Free,0,Everyone,Tools,3-Oct-17,1.8.2.7,5.0 and up,2.0,4.9,2017.0,1.8,5.0,1,30,0,104
DSLR Blur Camera Auto Focus,TOOLS,75,4.7M,10000.0,Free,0,Everyone,Tools,7-Jun-18,1.3,4.0.3 and up,3.3,4.7,2018.0,1.3,4.0,1,30,0,104
Ariana News AF,NEWS_AND_MAGAZINES,20,3.1M,5000.0,Free,0,Everyone,News & Magazines,10-Jul-17,1.1,4.0 and up,4.1,3.1,2017.0,1.1,4.0,1,22,0,72
easyFocus,PHOTOGRAPHY,3396,266k,500000.0,Free,0,Everyone,Photography,28-Nov-12,1.2.0,2.2 and up,3.7,0.259765625,2012.0,1.2,2.2,1,25,0,78
Open Camera,PHOTOGRAPHY,116769,2.0M,10000000.0,Free,0,Everyone,Photography,23-Apr-18,1.43.3,4.0.3 and up,4.3,2.0,2018.0,1.43,4.0,1,25,0,78
Blur Image - DSLR focus effect,PHOTOGRAPHY,38055,4.1M,5000000.0,Free,0,Everyone,Photography,16-Jun-17,1.17,4.0 and up,3.9,4.1,2017.0,1.17,4.0,1,25,0,78
Tafsiir Quraan MP3 Af Soomaali Quraanka Kariimka,LIFESTYLE,7,3.4M,1000.0,Free,0,Everyone,Lifestyle,9-Jun-18,1.4,4.0 and up,5.0,3.4,2018.0,1.4,4.0,1,19,0,65
Camera Pro,PHOTOGRAPHY,7479,13M,1000000.0,Free,0,Everyone,Photography,16-Apr-18,5.4,4.0 and up,4.1,13.0,2018.0,5.4,4.0,1,25,0,78
Rоhi.af,NEWS_AND_MAGAZINES,46,46M,1000.0,Free,0,Everyone,News & Magazines,1-May-17,1.0.1,4.1 and up,4.8,46.0,2017.0,1.0,4.1,1,22,0,72
HD Camera - silent shutter,PHOTOGRAPHY,26530,3.9M,1000000.0,Free,0,Everyone,Photography,23-Jul-18,2.3.5,3.2 and up,4.0,3.9,2018.0,2.3,3.2,1,25,0,78
Auto Dslr Photo Effect : Auto Focus Effect,PHOTOGRAPHY,6,3.5M,1000.0,Free,0,Everyone,Photography,20-Feb-18,1.6,4.0.3 and up,3.8,3.5,2018.0,1.6,4.0,1,25,0,78
All Football - Latest News & Videos,SPORTS,152653,17M,10000000.0,Free,0,Everyone,Sports,3-Aug-18,3.0.5,4.1 and up,4.6,17.0,2018.0,3.0,4.1,1,29,0,99
Afterlight,PHOTOGRAPHY,50893,35M,1000000.0,Free,0,Everyone,Photography,20-Nov-14,1.0.6,4.0.3 and up,4.3,35.0,2014.0,1.0,4.0,1,25,0,78
Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,2215,12M,500000.0,Free,0,Everyone,Photography,27-Jul-18,1.12,4.3 and up,4.3,12.0,2018.0,1.12,4.3,1,25,0,78
Blur,PHOTOGRAPHY,9013,2.4M,1000000.0,Free,0,Everyone,Photography,18-Jun-18,4.0.2,4.4 and up,4.0,2.4,2018.0,4.0,4.4,1,25,0,78
"AG Contacts, Premium edition",COMMUNICATION,88,3.7M,500.0,Paid,4.99,Everyone,Communication,18-May-18,8.05.18.14250,4.0.3 and up,4.5,3.7,2018.0,8.05,4.0,0,7,69,36
AG Drive 3D,GAME,164,22M,10000.0,Free,0,Everyone,Adventure,20-Mar-15,1.0.1,2.3.3 and up,3.8,22.0,2015.0,1.0,2.3,1,15,0,3
"AG Contacts, Lite edition",COMMUNICATION,185,3.7M,5000.0,Free,0,Everyone,Communication,18-May-18,8.05.18.14250,4.0.3 and up,4.5,3.7,2018.0,8.05,4.0,1,7,0,36
Trimble Ag Mobile,PRODUCTIVITY,85,44M,10000.0,Free,0,Everyone,Productivity,2-Aug-18,2.7.8,4.1 and up,4.1,44.0,2018.0,2.7,4.1,1,26,0,79
AG Subway Simulator Mobile,FAMILY,623,47M,5000.0,Paid,0.99,Everyone,Simulation,2-Jun-18,1.3.0.6,4.1 and up,4.5,47.0,2018.0,1.3,4.1,0,12,1,94
EZ Ag Mobile,FINANCE,19,24M,5000.0,Free,0,Everyone,Finance,12-Aug-17,9.0.00,3.0 and up,3.4,24.0,2017.0,9.0,3.0,1,13,0,59
Safe Ag Systems™,BUSINESS,3,36M,100.0,Free,0,Everyone,Business,22-Jul-18,2.0.3,4.0.3 and up,4.7,36.0,2018.0,2.0,4.0,1,5,0,22
Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,64,15M,10000.0,Free,0,Everyone,Productivity,16-Oct-17,4.2,4.4 and up,3.6,15.0,2017.0,4.2,4.4,1,26,0,79
Platincoin Wallet - PLC Group AG,LIBRARIES_AND_DEMO,375,15M,10000.0,Free,0,Everyone,Libraries & Demo,1-Jun-18,2.0.1,4.0.3 and up,4.3,15.0,2018.0,2.0,4.0,1,18,0,64
Ag Valley Cooperative,BUSINESS,6,74M,500.0,Free,0,Everyone,Business,26-Jun-17,2.3,4.0 and up,5.0,74.0,2017.0,2.3,4.0,1,5,0,22
Fertilizer Removal By Crop,BOOKS_AND_REFERENCE,295,6.9M,50000.0,Free,0,Everyone,Books & Reference,20-Jun-17,2.0.3,4.0.3 and up,4.1,6.9,2017.0,2.0,4.0,1,4,0,19
AG Track,TOOLS,12,8.7M,100.0,Free,0,Everyone,Tools,23-Mar-18,3.3,4.0 and up,4.1,8.7,2018.0,3.3,4.0,1,30,0,104
Denis Brogniart - AH !,FAMILY,2931,818k,100000.0,Free,0,Everyone,Entertainment,4-Aug-17,1.1,4.2 and up,4.5,0.798828125,2017.0,1.1,4.2,1,12,0,52
AH Connect (Adventist Health),HEALTH_AND_FITNESS,5,59M,1000.0,Free,0,Everyone,Health & Fitness,23-Jan-18,3.5.1,4.4 and up,3.4,59.0,2018.0,3.5,4.4,1,16,0,61
Chenoweth AH,MEDICAL,1,27M,100.0,Free,0,Everyone,Medical,3-Apr-17,300000.0.78,4.0.3 and up,5.0,27.0,2017.0,300000.0,4.0,1,21,0,68
Ah! Cutie,FAMILY,536,10M,10000.0,Free,0,Everyone,Casual,27-Jun-17,2.0.0,4.0 and up,3.9,10.0,2017.0,2.0,4.0,1,12,0,27
Arrowhead AH App,MEDICAL,3,28M,100.0,Free,0,Everyone,Medical,21-Apr-17,300000.0.80,4.0.3 and up,5.0,28.0,2017.0,300000.0,4.0,1,21,0,68
Ah! Monster,FAMILY,1998,9.8M,100000.0,Free,0,Everyone,Casual,21-Jun-17,4.0.0,4.0 and up,4.1,9.8,2017.0,4.0,4.0,1,12,0,27
Kimbrough AH,MEDICAL,5,28M,100.0,Free,0,Everyone,Medical,21-Sep-17,300000.0.90,4.0.3 and up,5.0,28.0,2017.0,300000.0,4.0,1,21,0,68
Bee'ah Employee App,COMMUNICATION,4,5.4M,100.0,Free,0,Teen,Communication,24-Dec-17,2.26.5.0,5.0 and up,4.0,5.4,2017.0,2.26,5.0,1,7,0,36
Clarksburg AH,MEDICAL,1,28M,50.0,Free,0,Everyone,Medical,1-May-17,300000.0.81,4.0.3 and up,1.0,28.0,2017.0,300000.0,4.0,1,21,0,68
Prestige AH,MEDICAL,2,29M,100.0,Free,0,Everyone,Medical,11-May-17,300000.0.81,4.0.3 and up,4.0,29.0,2017.0,300000.0,4.0,1,21,0,68
Ebenezer AH,MEDICAL,4,27M,500.0,Free,0,Everyone,Medical,5-May-17,300000.0.79,4.0.3 and up,4.0,27.0,2017.0,300000.0,4.0,1,21,0,68
AH-1 Viper Cobra Ops - helicopter flight simulator,GAME,1088,86M,100000.0,Free,0,Teen,Action,16-Feb-18,1.0.1,4.3 and up,3.8,86.0,2018.0,1.0,4.3,1,15,0,1
Brandon Lakes AH,MEDICAL,5,27M,100.0,Free,0,Everyone,Medical,5-May-17,300000.0.79,4.0.3 and up,2.6,27.0,2017.0,300000.0,4.0,1,21,0,68
Replika,FAMILY,45458,35M,1000000.0,Free,0,Mature 17+,Entertainment,3-Aug-18,1.5.49,4.4 and up,4.5,35.0,2018.0,1.5,4.4,1,12,0,52
Ai illustrator viewer,ART_AND_DESIGN,486,5.9M,100000.0,Free,0,Everyone,Art & Design,26-Jul-18,5.7,5.0 and up,3.4,5.9,2018.0,5.7,5.0,1,1,0,10
Real AI,FAMILY,949,1.2M,50000.0,Free,0,Everyone,Entertainment,22-Jul-18,4.9,4.0 and up,3.8,1.2,2018.0,4.9,4.0,1,12,0,52
The Artificial Intelligence Project (A.I. Chat),FAMILY,76,39M,5000.0,Paid,1.99,Everyone,Simulation,29-Mar-18,1.2,2.3 and up,3.0,39.0,2018.0,1.2,2.3,0,12,15,94
Virtual Assistant DataBot: Artificial Intelligence,FAMILY,80927,27M,1000000.0,Free,0,Everyone,Entertainment,31-Jul-18,7.2.5,4.0 and up,4.4,27.0,2018.0,7.2,4.0,1,12,0,52
Artificial Intelligence,FAMILY,339,4.2M,50000.0,Free,0,Everyone,Education,5-Apr-18,6.2,4.0 and up,3.9,4.2,2018.0,6.2,4.0,1,12,0,39
Orbita AI — Exciting mobile puzzles & riddles,FAMILY,116973,31M,1000000.0,Free,0,Everyone,Puzzle,29-Mar-18,1.1.9.1,4.1 and up,4.6,31.0,2018.0,1.1,4.1,1,12,0,80
SMS AI Bot,TOOLS,89,3.9M,10000.0,Free,0,Everyone,Tools,1-Jul-18,3.0.4,4.1 and up,3.8,3.9,2018.0,3.0,4.1,1,30,0,104
ChatBot AI Talking Girl,FAMILY,3597,25M,100000.0,Free,0,Everyone 10+,Entertainment,31-Jul-18,1.0.16,4.0.3 and up,3.8,25.0,2018.0,1.0,4.0,1,12,0,52
Robin - AI Voice Assistant,MAPS_AND_NAVIGATION,55313,16M,1000000.0,Free,0,Everyone,Maps & Navigation,5-Aug-18,4.435,4.1 and up,4.2,16.0,2018.0,4.435,4.1,1,20,0,67
Learn Artificial Intelligence,FAMILY,27,4.2M,10000.0,Free,0,Everyone,Education,14-Jul-18,1.1.4,4.1 and up,4.6,4.2,2018.0,1.1,4.1,1,12,0,39
AI Benchmark,TOOLS,97,99M,5000.0,Free,0,Everyone,Tools,29-Jun-18,2.0.0,4.1 and up,4.0,99.0,2018.0,2.0,4.1,1,30,0,104
Puck AI Personal Assistant Robot,PRODUCTIVITY,22,26M,1000.0,Free,0,Everyone,Productivity,2-Nov-17,1.5,4.0.3 and up,4.1,26.0,2017.0,1.5,4.0,1,26,0,79
Lyra Virtual Assistant,PRODUCTIVITY,41624,3.4M,1000000.0,Free,0,Everyone,Productivity,24-May-18,1.2.4,4.0.3 and up,4.5,3.4,2018.0,1.2,4.0,1,26,0,79
2048(AI),FAMILY,20,3.5M,1000.0,Free,0,Everyone,Casual,3-Jun-15,0.33,2.3 and up,4.3,3.5,2015.0,0.33,2.3,1,12,0,27
FaceApp,PHOTOGRAPHY,346681,7.1M,10000000.0,Free,0,Everyone,Photography,10-Feb-18,2.0.949,4.4 and up,4.4,7.1,2018.0,2.0,4.4,1,25,0,78
Message AI - Write Better Messages (Free),SOCIAL,3,7.9M,100.0,Free,0,Everyone,Social,4-Jul-18,1.3.1-lite,5.0 and up,3.7,7.9,2018.0,1.3,5.0,1,28,0,98
MiAI (Artificial Intelligence) Assistant,PRODUCTIVITY,3,7.5M,100.0,Free,0,Everyone,Productivity,1-Mar-18,11.04,4.1 and up,3.7,7.5,2018.0,11.04,4.1,1,26,0,79
AI Draw | Art Filter for Selfie,PHOTOGRAPHY,20,4.3M,1000.0,Paid,2.99,Everyone,Photography,18-Jun-18,1.4.7,5.0 and up,3.0,4.3,2018.0,1.4,5.0,0,25,40,78
Turbo AI™ - Personal assistant,PRODUCTIVITY,91,2.8M,5000.0,Free,0,Everyone,Productivity,16-Jul-18,0.0.52,4.0.3 and up,2.6,2.8,2018.0,0.0,4.0,1,26,0,79
AI Sight,PRODUCTIVITY,43,48M,1000.0,Free,0,Everyone,Productivity,18-Jun-18,1.2,4.0.3 and up,3.5,48.0,2018.0,1.2,4.0,1,26,0,79
